scenario_id,occupant_count,pattern_id,occupied_seats,seat_0,seat_1,seat_2,seat_3,seat_4,seat_5,seat_6,seat_7,seat_8,seat_9,seat_10,seat_11,seat_12,seat_13,seat_14,seat_15,seat_16,seat_17,seat_18,seat_19,seat_20,seat_21,seat_22,seat_23
22,3,2,1;14;23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23,3,3,2;3;10,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,4,2;9;17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,3,5,3;11;12,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26,3,6,3;12;17,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,3,7,4;6;8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,8,8;11;19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
29,3,9,10;13;22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
30,3,10,11;19;20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
31,4,1,1;7;9;21,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,4,2,2;3;7;12,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,4,3,2;5;19;20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
34,4,4,2;6;18;22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,4,5,5;6;11;21,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,4,6,5;7;17;23,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,4,7,7;17;21;22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
38,4,8,8;11;14;20,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
39,4,9,8;12;14;20,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
40,4,10,8;20;21;22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
41,5,1,0;8;17;21;23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
42,5,2,1;2;3;15;16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
43,5,3,1;7;8;10;12,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
44,5,4,2;6;10;18;22,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
45,5,5,2;12;14;16;19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
46,5,6,4;5;13;20;21,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
47,5,7,4;7;8;17;23,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,5,8,4;7;11;12;18,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
49,5,9,6;12;14;15;20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
50,5,10,8;13;17;18;23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
51,6,1,0;5;8;9;13;14,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
52,6,2,0;10;15;16;19;22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
53,6,3,1;3;7;9;11;20,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
54,6,4,2;15;17;18;21;22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
55,6,5,3;5;9;16;21;23,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
56,6,6,3;8;10;17;21;23,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
57,6,7,4;5;6;11;17;19,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
58,6,8,4;5;15;17;21;23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
59,6,9,6;8;13;16;17;19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
60,6,10,6;9;11;12;22;23,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
61,7,1,0;1;2;3;14;17;21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
62,7,2,0;1;2;7;20;21;22,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
63,7,3,0;7;10;17;18;19;21,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
64,7,4,1;3;12;13;14;20;21,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
65,7,5,2;3;7;14;16;19;23,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
66,7,6,2;6;7;8;10;15;16,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
67,7,7,3;6;7;10;17;19;23,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
68,7,8,3;6;11;13;19;21;23,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
69,7,9,4;5;7;8;13;14;23,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
70,7,10,4;7;15;17;18;19;21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
71,8,1,0;1;5;8;9;12;14;21,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
72,8,2,0;2;3;10;14;18;21;23,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
73,8,3,1;2;3;7;12;19;20;21,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
74,8,4,1;2;5;16;18;21;22;23,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1
75,8,5,1;10;15;17;18;20;22;23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1
76,8,6,2;4;6;7;8;11;16;17,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
77,8,7,2;5;6;7;12;13;15;19,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
78,8,8,2;8;10;13;16;18;19;20,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0
79,8,9,4;6;7;8;9;10;12;21,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
80,8,10,4;6;9;13;15;17;18;22,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
81,9,1,0;1;2;4;8;10;13;20;23,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
82,9,2,0;3;5;7;8;10;12;13;22,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
83,9,3,0;3;5;8;13;14;17;19;20,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0
84,9,4,0;5;9;11;14;16;17;18;22,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0
85,9,5,1;2;4;11;13;17;20;21;22,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0
86,9,6,1;3;4;6;7;9;11;20;22,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
87,9,7,1;6;7;9;11;14;15;16;21,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0
88,9,8,3;4;8;17;19;20;21;22;23,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
89,9,9,4;5;7;11;13;17;19;21;22,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
90,9,10,6;8;9;10;15;16;18;19;21,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0
91,10,1,0;1;2;4;6;7;9;15;17;22,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
92,10,2,0;1;6;8;11;13;16;17;18;22,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0
93,10,3,0;2;6;8;10;11;12;18;19;21,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0
94,10,4,0;3;5;8;9;10;12;16;17;21,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
95,10,5,0;4;5;9;12;17;18;19;21;23,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1
96,10,6,1;3;6;8;10;11;13;19;20;21,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
97,10,7,2;3;9;10;16;17;19;20;21;22,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0
98,10,8,2;5;7;9;10;15;16;17;20;21,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0
99,10,9,4;6;9;10;12;13;17;21;22;23,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1
100,10,10,6;8;10;13;14;17;18;19;21;23,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1
101,11,1,0;1;2;4;5;6;13;14;18;20;21,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
102,11,2,0;1;3;5;7;13;14;16;17;20;21,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0
103,11,3,0;2;4;6;7;10;12;13;14;18;20,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
104,11,4,0;4;5;6;12;13;15;18;19;20;21,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
105,11,5,0;4;5;9;10;12;14;18;20;22;23,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1
106,11,6,2;7;8;9;10;14;15;17;21;22;23,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1
107,11,7,3;4;8;10;13;14;15;16;17;20;22,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0
108,11,8,3;5;7;8;10;14;15;16;19;21;23,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1
109,11,9,4;6;7;10;11;12;13;15;18;19;20,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0
110,11,10,6;7;8;12;13;15;16;17;18;19;21,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0
111,12,1,0;1;2;3;7;11;13;16;17;19;21;23,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1
112,12,2,0;2;3;5;6;10;11;13;15;16;19;20,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0
113,12,3,0;2;6;7;8;11;15;16;17;19;20;23,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
114,12,4,0;3;5;6;9;11;12;18;19;21;22;23,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1
115,12,5,0;4;5;6;10;11;12;15;18;20;22;23,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1
116,12,6,1;2;3;6;7;8;9;10;11;18;19;20,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
117,12,7,1;6;7;8;10;12;13;14;16;17;20;23,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1
118,12,8,2;3;4;5;6;7;8;12;14;15;19;22,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
119,12,9,2;7;8;9;10;14;15;17;18;20;21;22,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0
120,12,10,4;5;6;8;11;13;14;15;16;20;22;23,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1
121,13,1,0;1;2;4;5;8;9;11;16;17;18;19;23,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1
122,13,2,0;2;3;4;5;9;11;13;14;15;17;19;23,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1
123,13,3,0;2;3;4;5;9;14;15;17;18;20;22;23,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1
124,13,4,0;2;3;6;7;9;11;14;15;17;18;20;21,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0
125,13,5,1;2;3;4;9;12;15;16;17;19;20;21;23,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1
126,13,6,1;2;3;6;8;9;10;13;17;18;19;20;21,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0
127,13,7,1;3;6;7;8;9;10;11;13;14;19;21;22,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0
128,13,8,3;4;5;6;8;9;13;14;15;16;18;20;22,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0
129,13,9,3;4;7;9;12;13;14;15;16;17;18;19;23,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
130,13,10,5;8;9;11;12;13;15;16;17;18;20;21;22,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
131,14,1,0;1;2;3;4;6;8;9;10;14;15;16;17;18,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
132,14,2,0;1;2;3;4;7;9;10;13;14;17;18;20;22,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0
133,14,3,0;1;2;3;4;8;9;10;13;14;15;16;17;21,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0
134,14,4,0;1;2;4;5;7;8;10;15;18;19;21;22;23,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1
135,14,5,0;1;6;7;9;10;11;12;13;14;16;17;18;21,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
136,14,6,1;2;3;4;5;6;7;9;11;13;14;18;19;23,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
137,14,7,1;2;4;5;6;9;12;13;14;15;16;17;18;22,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0
138,14,8,1;2;5;10;11;13;14;15;18;19;20;21;22;23,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1
139,14,9,2;3;4;6;7;8;9;10;13;14;15;18;20;22,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0
140,14,10,2;3;4;6;7;8;9;13;14;15;16;19;21;22,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0
141,15,1,0;1;2;3;8;9;10;12;13;15;17;19;20;22;23,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1
142,15,2,0;1;2;4;5;7;8;9;10;12;13;15;17;22;23,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1
143,15,3,0;1;3;4;5;7;9;12;13;14;15;16;17;22;23,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
144,15,4,0;2;3;4;5;7;9;11;13;14;17;18;19;20;21,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0
145,15,5,0;2;4;7;10;12;13;14;15;16;17;18;19;20;22,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0
146,15,6,0;2;7;8;9;10;13;14;15;16;19;20;21;22;23,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
147,15,7,0;3;4;6;7;9;10;11;12;13;14;15;16;22;23,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
148,15,8,1;2;4;7;9;10;11;12;13;15;16;19;20;21;22,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
149,15,9,2;4;5;6;7;9;10;11;12;14;16;17;21;22;23,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1
150,15,10,3;5;9;10;11;12;14;15;16;17;18;20;21;22;23,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
