scenario_id,occupant_count,pattern_id,occupied_seats,seat_0,seat_1,seat_2,seat_3,seat_4,seat_5,seat_6,seat_7,seat_8,seat_9,seat_10,seat_11,seat_12,seat_13,seat_14,seat_15,seat_16,seat_17,seat_18,seat_19,seat_20,seat_21,seat_22,seat_23
38,8,3,0;5;10;15;16;17;19;20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0
39,8,4,3;8;9;10;13;17;20;21,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0
40,8,5,4;6;9;11;16;19;20;23,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
41,9,1,0;1;2;7;10;18;20;21;22,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0
42,9,2,0;2;3;7;10;16;17;21;22,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
43,9,3,1;2;3;7;9;11;15;17;20,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
44,9,4,2;4;5;8;13;15;17;21;22,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
45,9,5,6;9;11;12;14;16;17;22;23,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1
46,10,1,0;1;2;3;7;14;16;17;21;23,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
47,10,2,1;3;10;12;15;19;20;21;22;23,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1
48,10,3,3;4;5;6;8;13;14;17;20;23,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
49,10,4,3;6;7;11;13;15;16;18;20;22,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
50,10,5,4;6;7;8;12;15;16;17;20;22,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0
51,11,1,0;1;4;5;6;12;13;15;19;20;22,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0
52,11,2,0;1;5;8;10;15;16;17;19;21;23,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1
53,11,3,0;4;6;9;13;14;15;16;17;20;22,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0
54,11,4,1;2;3;8;10;13;16;17;18;19;22,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0
55,11,5,2;3;5;7;9;12;14;18;19;21;23,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
56,12,1,0;1;2;3;5;6;8;14;17;18;19;20,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
57,12,2,0;5;7;8;9;10;11;13;14;16;17;21,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
58,12,3,1;4;7;8;9;10;12;14;16;19;22;23,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
59,12,4,1;6;8;10;15;16;17;19;20;21;22;23,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1
60,12,5,3;4;8;9;16;17;18;19;20;21;22;23,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
61,13,1,0;1;2;4;5;11;13;16;17;18;21;22;23,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
62,13,2,0;1;4;5;6;7;9;11;14;15;18;22;23,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1
63,13,3,0;1;4;5;8;10;12;13;14;18;21;22;23,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
64,13,4,0;3;5;6;7;8;10;13;18;19;21;22;23,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1
65,13,5,1;2;3;4;6;7;11;12;13;14;17;19;22,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
66,14,1,0;1;3;4;6;9;10;11;13;15;16;19;20;22,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0
67,14,2,0;2;3;4;8;9;10;11;12;13;14;16;17;20,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
68,14,3,0;2;5;6;9;10;11;13;14;16;17;20;22;23,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1
69,14,4,0;3;4;5;6;9;11;12;15;17;18;19;21;23,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1
70,14,5,3;4;6;9;10;12;13;16;17;18;19;20;22;23,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1
71,15,1,0;1;2;3;4;6;7;9;10;13;15;18;19;20;21,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0
72,15,2,0;1;3;4;6;7;12;13;14;15;18;20;21;22;23,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1
73,15,3,1;2;3;5;7;8;10;11;12;14;16;17;18;20;22,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0
74,15,4,1;4;5;6;8;9;10;14;15;16;19;20;21;22;23,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1
75,15,5,3;4;5;7;10;11;12;13;14;16;17;18;19;21;23,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
